age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
22,M,1089,En Couple,0,true,5118 WT 12
23,M,219,En Couple,0,false,5098 XR 30
21,M,444,Célibataire,0,false,2882 PD 96
41,M,478,En Couple,3,true,9598 FS 29
57,M,455,En Couple,4,false,1519 GL 89
30,M,855,Célibataire,0,false,8089 BQ 47
25,M,182,Célibataire,0,false,9630 YO 90
24,M,1040,Célibataire,0,false,7256 PF 69
26,F,423,Célibataire,0,false,1570 TI 78
41,M,1079,En Couple,3,true,8963 ZK 15
44,M,483,En Couple,1,false,5033 DI 35
72,M,533,Seul,0,false,7022 KE 17
21,M,1376,En Couple,2,true,6153 AM 98
19,M,438,En Couple,2,false,7492 EA 29
24,F,570,Célibataire,0,false,278 QA 68
28,F,236,En Couple,2,false,8268 MF 58
54,M,404,En Couple,1,false,6472 KN 54
72,F,1177,En Couple,2,false,2518 QO 81
54,M,1085,Célibataire,0,false,567 IO 16
34,Masculin,1132,Célibataire,0,false,2524 KT 45
71,M,702,En Couple,2,false,1841 BA 28
46,M,508,En Couple,3,true,211 UK 84
41,Homme,163,Célibataire,0,false,3135 QB 35
83,F,429,En Couple,3,false,5209 GQ 94
19,M,471,En Couple,3,false,2758 KW 29
23,M,460,Célibataire,0,false,9126 VO 39
49,M,184,En Couple,1,false,3745 LG 49
31,F,555,En Couple,0,false,733 ZW 80
83,M,408,En Couple,4,false,1529 FZ 95
51,M,405,En Couple,2,false,954 KR 86
28,F,730,En Couple,1,false,143 IO 83
47,F,419,En Couple,0,false,6210 BO 13
83,M,460,Célibataire,0,false,9854 TN 74
74,F,496,En Couple,1,false,5016 HH 60
20,F,988,En Couple,2,false,4699 FS 72
60,M,498,Célibataire,0,false,8980 XQ 67
75,M,159,En Couple,2,false,854 FD 93
21,F,480,En Couple,3,false,3707 ED 84
75,M,450,Célibataire,0,false,3705 SH 16
27,M,730,Seule,1,false,4428 GL 31
78,M,899,En Couple,1,false,4213 QY 91
51,M,1045,En Couple,1,false,6863 KY 91
73,F,229,En Couple,3,false,9257 BV 89
21,F,193,En Couple,4,false,6421 XL 47
46,F,577,En Couple,1,false,7245 DW 39
19,M,1138,En Couple,3,false,4892 IH 77
42,M,1090,En Couple,3,false,8320 FP 69
30,F,1303,En Couple,0,false,3130 KE 14
36,F,537,Célibataire,0,false,5087 RR 56
19,M,582,En Couple,3,false,8735 FG 80
20,F,468,Célibataire,0,false,6831 RP 84
22,M,429,En Couple,4,true,5205 CL 65
52,M,913,En Couple,0,false,1280 RA 31
75,M,524,En Couple,2,false,2065 VW 25
35,M,198,En Couple,1,false,8106 RK 69
37,M,171,En Couple,4,false,4561 JG 36
22,M,217,Célibataire,0,false,640 GY 88
78,F,774,En Couple,1,true,8077 VF 54
46,M,165,En Couple,1,false,4033 HP 77
41,M,758,Célibataire,0,false,3367 FF 48
25,M,197,Célibataire,0,false,500 LO 16
57,M,1366,Célibataire,0,false,4589 AF 97
50,M,481,Célibataire,0,false,3097 OJ 51
74,M,1292,Célibataire,0,false,5220 OS 27
20,F,436,Célibataire,0,false,3900 SJ 21
39,F,515,En Couple,0,false,3628 GO 26
26,M,883,En Couple,3,false,1763 BP 97
40,F,1383,En Couple,4,false,3424 QU 97
51,M,218,Célibataire,0,false,9116 DV 24
46,F,504,En Couple,1,false,3380 QB 82
47,M,241,En Couple,1,false,6978 BS 51
24,F,526,Célibataire,0,false,1271 GM 36
27,M,836,En Couple,0,true,2695 TH 85
24,M,219,En Couple,4,true,8049 ZV 37
78,F,1061,En Couple,3,true,1801 JI 74
42,F,1124,En Couple,4,false,4579 SR 65
74,M,458,En Couple,1,false,3822 IV 35
47,F,495,En Couple,3,false,8971 YX 59
20,F,226,En Couple,2,false,9001 WY 59
78,F,700,En Couple,0,false,7663 BV 53
41,M,511,En Couple,0,false,4837 BW 74
44,M,470,En Couple,2,false,5055 JJ 13
23,M,847,En Couple,4,false,390 QX 16
32,F,249,Célibataire,0,false,7797 KN 75
52,M,406,En Couple,1,true,909 DF 85
43,M,193,En Couple,4,false,6069 OU 36
68,M,974,En Couple,2,false,978 DU 41
55,F,413,En Couple,2,false,8191 KH 25
61,F,442,En Couple,0,true,9177 EV 27
48,M,1141,En Couple,1,false,5850 XQ 90
76,M,437,Célibataire,0,false,5920 NM 72
36,M,207,En Couple,4,false,7321 IO 22
76,M,424,En Couple,1,false,7724 GD 26
72,M,179,En Couple,2,false,2663 HT 47
26,M,435,En Couple,3,false,225 EG 17
26,M,1166,En Couple,0,false,7516 IU 79
39,F,182,En Couple,1,true,7321 NA 25
51,M,248,En Couple,1,true,71 TX 78
32,M,471,En Couple,0,false,6297 XH 76
30,M,1086,En Couple,3,false,9523 FC 74
83,F,156,En Couple,3,false,6385 SN 81
41,F,1215,Célibataire,0,false,1972 MZ 77
75,F,557,En Couple,1,false,1354 VK 21
37,F,449,Célibataire,0,false,6009 HR 44
57,M,215,En Couple,-1,false,263 GY 49
20,M,508,En Couple,0,false,2377 QZ 29
28,F,508,En Couple,4,false,2310 GS 41
29,M,798,En Couple,1,false,1848 GY 73
48,F,777,En Couple,0,false,9806 IH 76
27,F,963,Célibataire,0,false,9072 TO 31
32,M,578,En Couple,3,true,4833 FQ 64
68,F,746,N/D,1,false,3722 AQ 64
55,M,407,En Couple,2,false,3929 ZF 41
70,M,589,Célibataire,0,false,8149 FT 24
26,M,532,En Couple,3,false,3260 YP 25
48,F,725,Célibataire,0,false,971 WH 23
21,M,1364,Célibataire,0,false,3897 JU 27
54,Féminin,203,Célibataire,0,false,240 WP 86
21,M,569,En Couple,4,false,8857 ZM 50
24,M,509,Célibataire,0,false,836 QB 85
29,M,1299,En Couple,0,false,3281 DR 61
33,F,1266,Célibataire,0,false,1998 YX 58
43,M,428,En Couple,2,true,9645 TK 37
30,M,597,En Couple,0,false,9168 XS 69
34,F,240,En Couple,4,false,4644 BI 15
33,M,456,Célibataire,0,false,2503 SW 83
78,F,240,Célibataire,0,false,8 PY 10
22,F,559,En Couple,4,true,4522 SR 80
58,F,457,En Couple,2,false,740 OW 12
80,M,992,Seule,2,false,104 UD 31
84,M,771,En Couple,1,true,9886 SR 27
59,M,150,En Couple,1,true,3548 LR 71
46,M,422,Célibataire,0,false,420 AW 96
24,M,217,Célibataire,0,false,7674 JQ 34
56,M,787,Célibataire,0,false,9792 JA 57
54,F,167,Célibataire,0,false,529 SF 66
44,F,478,Célibataire,0,false,4118 OU 39
66,M,901,En Couple,3,false,9704 RE 40
29,M,412,En Couple,1,false,3155 SZ 64
69,M,186,En Couple,3,false,6194 XN 52
76,M,508,Célibataire,0,false,2013 OW 42
74,M,1259,En Couple,3,false,7532 BH 54
24,M,162,En Couple,1,false,6327 RV 22
84,M,564,En Couple,2,false,9292 GG 17
19,M,484,En Couple,1,false,6027 XH 42
63,F,213,Célibataire,0,false,2529 IL 71
75,M,493,Célibataire,0,false,831 UL 96
82,F,564,En Couple,0,false,6359 DK 23
53,M,750,En Couple,3,false,9635 IK 83
42,F,470,En Couple,2,false,4434 QG 94
49,M,554,En Couple,0,false,271 VC 74
77,M,479,En Couple,2,false,8527 SL 10
84,M,1049,En Couple,4,true,2119 GN 72
23,M,435,Célibataire,0,false,3640 WI 21
47,M,202,Célibataire,0,false,1240 UX 33
53,M,403,En Couple,2,false,4382 BZ 44
54,F,702,En Couple,2,true,8602 YA 53
72,M,215,En Couple,0,false,238 EF 92
26,M,408,Seule,2,false,2941 UH 48
25,F,1111,En Couple,0,false,4127 VQ 49
59,M,173,Célibataire,0,false,5134 AA 18
18,M,467,En Couple,3,false,2192 TR 43
22,M,151,En Couple,2,true,5969 UI 85
54,M,405,En Couple,3,false,1308 VE 52
53,F,590,En Couple,1,false,7398 QN 69
24,F,576,En Couple,4,false,7143 JJ 91
44,M,522,Marié(e),2,false,7861 XR 41
43,F,179,En Couple,3,false,1999 NV 94
23,F,233,Célibataire,0,false,9667 VK 40
64,F,975,Célibataire,0,false,8669 FF 51
24,N/D,936,En Couple,3,false,2861 UF 63
71,F,498,En Couple,0,false,8468 BC 67
32,M,227,En Couple,3,false,8058 LR 60
65,M,574,En Couple,2,false,350 NG 15
21,M,1253,Célibataire,0,false,27 RO 48
36,M,431,En Couple,0,true,5508 OV 39
50,M,517,En Couple,1,false,44 JO 30
54,M,992,Célibataire,0,false,3108 DX 14
56,F,506,Seule,1,false,6130 VU 59
26,M,1177,En Couple,2,false,8170 JY 94
46,M,462,Célibataire,0,false,2588 LN 74
23,F,578,En Couple,4,false,2777 SZ 55
51,M,185,En Couple,1,false,2131 WJ 52
43,M,456,En Couple,2,true,9265 TI 92
43,M,538,En Couple,1,true,5260 GL 54
45,M,782,Célibataire,0,false,9784 XC 48
35,F,899,Célibataire,0,false,2322 NO 25
42,M,499,Célibataire,0,false,3411 HL 27
21,M,197,En Couple,2,true,3582 TR 83
48,F,423,En Couple,1,true,6060 MB 24
21,M,416,En Couple,1,false,3089 ME 32
41,M,428,En Couple,2,false,4058 FS 63
46,F,1080,Célibataire,0,false,678 QL 82
40,F,171,Célibataire,0,false,1006 VI 81
49,M,420,En Couple,4,false,2338 QL 91
42,M,934,Célibataire,0,false,4226 TA 68
48,M,587,Célibataire,0,false,9814 TH 88
22,M,443,En Couple,2,false,9002 JH 57
25,M,482,Seule,3,false,825 HE 79
79,M,860,En Couple,0,false,2596 ZW 72
57,M,534,En Couple,1,false,1263 QJ 26
22,M,521,En Couple,3,false,2905 YK 50
84,F,452,Célibataire,0,false,6727 DP 11
25,M,499,En Couple,2,false,2123 JS 62
20,Masculin,1131,Célibataire,0,false,6150 AA 45
24,M,461,Célibataire,0,false,3399 RW 62
30,M,161,Célibataire,0,false,8174 MD 93
77,M,961,Célibataire,0,false,7330 EC 39
48,M,214,Célibataire,0,false,1692 SW 55
79,F,468,En Couple,1,false,1278 NI 90
20,M,1158,Célibataire,0,false,547 MO 33
18,M,221,En Couple,4,false,3859 BK 13
33,M,228,En Couple,1,true,2083 FA 66
34,M,490,En Couple,4,false,3528 JX 82
78,M,1323,Célibataire,0,false,6822 UD 52
18,M,1067,En Couple,2,true,7337 AJ 75
23,F,446,Célibataire,0,false,2463 AE 78
18,F,434,En Couple,0,false,5648 OJ 52
81,F,586,En Couple,0,false,699 HT 46
55,M,466,En Couple,2,false,4238 ZF 97
66,M,173,En Couple,3,false,8113 TU 58
27,M,503,En Couple,2,true,9360 PT 89
49,M,550,En Couple,1,false,2467 UQ 87
53,M,1319,Seule,2,false,796 FY 51
59,M,824,En Couple,3,false,2893 FM 32
30,M,936,Seule,1,false,6211 WF 64
42,F,983,En Couple,4,true,4579 IG 10
51,M,730,En Couple,2,false,7311 PC 94
44,F,521,En Couple,2,false,2628 CB 63
22,M,1177,Célibataire,0,false,6275 NA 57
25,F,1267,En Couple,1,false,8843 KS 62
29,M,862,Célibataire,0,false,8416 AI 44
43,M,202,En Couple,4,false,1050 LC 21
57,M,566,Célibataire,0,false,8060 SX 44
43,M,512,En Couple,1,false,254 UU 96
37,F,1288,En Couple,0,false,7546 RP 97
31,M,442,En Couple,2,false,2176 UN 36
33,F,161,En Couple,3,false,7558 KB 63
21,M,452,Seule,2,false,7680 IR 97
69,Homme,501,Célibataire,0,false,6104 EP 73
34,M,739,Célibataire,0,false,6921 GY 46
63,M,1344,Célibataire,0,false,174 OI 22
28,M,462,En Couple,4,false,1746 QP 62
18,M,208,Seule,3,false,4803 ZN 21
39,M,564,Célibataire,0,false,8457 SP 61
66,F,1114,En Couple,0,false,1501 PA 20
31,M,706,En Couple,4,false,5639 QD 52
40,M,476,En Couple,0,false,7640 IB 95
39,F,501,Célibataire,0,false,1584 VO 28
61,M,839,En Couple,1,false,1565 LH 98
50,M,242,En Couple,0,false,4754 NA 88
70,F,168,En Couple,2,false,5759 AG 77
46,M,162,En Couple,0,true,9650 EM 39
27,M,1323,Célibataire,0,false,5882 QY 40
34,M,589,Célibataire,0,false,8004 YM 54
72,Homme,1236,En Couple,0,false,6597 NB 12
71,M,228,En Couple,2,false,1490 UW 20
24,M,585,En Couple,1,false,1374 UP 63
55,M,571,En Couple,4,false,3969 FR 31
49,M,211,Célibataire,0,false,7122 OX 88
45,M,742,Célibataire,0,false,353 WW 23
22,M,411,Célibataire,0,false,8947 AY 31
51,M, ,En Couple,2,false,9467 TC 50
52,M,590,Célibataire,0,false,146 JE 14
29,M,165,En Couple,0,false,514 BO 45
30,M,401,En Couple,2,true,2469 ML 74
24,F,151,En Couple,0,true,6245 SR 55
31,F,881,Célibataire,0,false,15 RQ 98
72,M,564,Célibataire,0,false,3961 RD 93
25,M,555,Célibataire,0,false,4924 OB 52
27,F,1135,Seule,3,false,7088 ML 40
63,Homme,561,En Couple,1,false,1987 BJ 95
28,M,413,Célibataire,0,false,3478 NM 58
45,F,432,Célibataire,0,false,756 MC 81
26,M,179,En Couple,1,false,3456 CM 42
40,M,151,En Couple,2,false,7914 QE 42
60,M,460,Célibataire,0,false,8253 YZ 92
56,M,971,En Couple,1,false,9688 VV 39
74,F,586,En Couple,0,false,9399 LX 98
74,M,474,En Couple,1,false,2701 WD 41
34,F,447,Célibataire,0,false,9312 MM 72
20,M,182,Seule,1,false,1777 MR 63
27,F,457,Seule,1,false,5943 YE 39
41,F,1291,Célibataire,?,false,8455 GL 89
20,F,498,En Couple,2,false,2482 UO 17
21,F,483,Célibataire,0,false,6507 YD 50
25,M,227,En Couple,3,false,3219 QR 94
41,F,834,En Couple,0,false,3811 CQ 72
72,F,1082,Seule,2,false,7462 SY 41
77,M,500,En Couple,2,false,7344 UZ 89
75,M,213,Célibataire,0,false,5518 DP 82
44,M,721,En Couple,2,false,6091 TA 96
18,M,1120,En Couple,3,false,4013 AA 74
57,F,155,Célibataire,0,false,2746 LM 22
20,M,585,En Couple,3,true,1082 VH 51
20,F,470,Seule,1,false,6442 AA 97
75,M,408,En Couple,0,false,4874 HM 94
74,M,899,En Couple,2,false,4180 TA 39
20,M,989,En Couple,4,false,5401 YM 70
69,M,210,En Couple,0,false,1322 UH 29
57,F,1171,En Couple,2,false,7408 BT 31
31,M,439,En Couple,4,true,4888 KT 12
20,M,1273,En Couple,1,false,15 YE 61
58,M,183,En Couple,1,true,5573 HQ 41
55,M,477,Célibataire,0,false,5281 YY 59
53,M,955,Célibataire,0,false,5313 AW 98
19, ,442,En Couple,0,false,1612 DP 26
19,F,446,Célibataire,0,false,2663 QH 50
40,F,817,En Couple,4,true,4016 WO 95
20,F,152,En Couple,3,false,7226 OP 94
21,M,490,En Couple,0,false,2821 MA 90
28,F,544,En Couple,2,false,7945 LD 70
35,F,207,En Couple,0,false,9071 EY 89
47,F,455,En Couple,2,false,3340 AE 27
63,M,416,Célibataire,0,false,3051 UZ 73
73,F,238,Célibataire,0,false,9654 WB 54
61,M,1351,En Couple,4,false,7521 IE 56
39,M,525,En Couple,4,false,8867 TF 69
58,M,556,En Couple,0,false,2481 JO 73
23,M,556,En Couple,1,false,8265 BM 80
37,M,432,En Couple,2,false,7336 YF 68
77,M,439,En Couple,4,true,7512 MW 92
49,M,747,Seule,1,false,1274 JC 11
27,M,579,En Couple,2,false,2252 LQ 70
77,F,420,En Couple,1,true,6471 BL 73
49,M,884,En Couple,4,false,5351 JU 53
55,F,453,En Couple,0,false,807 XQ 72
61,F,998,Seule,3,false,2841 UP 92
60,M,757,Seule,3,false,976 KX 77
58,M,454,En Couple,1,false,7162 EE 33
55,M,591,En Couple,2,true,4365 KH 19
21,M,404,En Couple,0,false,5852 FJ 63
53,F,429,En Couple,2,false,885 XG 93
50,F,536,En Couple,4,false,3051 AN 32
51,F,227,Célibataire,0,false,4940 FN 14
52,Masculin,578,En Couple,2,false,9502 YB 43
80,F,188,En Couple,3,false,6682 EN 64
71,F,507,Célibataire,0,false,8949 BM 59
24,F,580,Célibataire,0,false,4151 WQ 66
29,F,468,Célibataire,0,false,1754 JV 23
54,F,418,Célibataire,0,false,6785 KN 93
30,M,198,En Couple,0,false,6418 PD 32
55,F,554,En Couple,1,true,9730 DK 28
22,M,544,En Couple,2,true,5067 EV 34
20,M,244,Célibataire,0,false,5404 MB 75
60,F,1065,Célibataire,0,false,445 TP 91
50,M,1308,Célibataire,0,false,7518 KP 89
52,F,1306,En Couple,2,false,6907 DB 42
49,F,525,En Couple,2,false,4798 CG 93
34,M,192,En Couple,4,true,2609 ZJ 58
53,M,511,En Couple,4,false,7150 LH 98
53,M,560,En Couple,1,true,5461 RK 90
30,F,206,En Couple,2,false,1209 HE 82
69,M,547,Célibataire,0,false,7543 TP 39
44,M,554,Célibataire,0,false,8356 NG 80
21,M,432,En Couple,0,false,5442 ST 84
64,M,441,En Couple,2,false,9391 IU 74
19,M,580,En Couple,2,false,3419 PW 82
37,F,584,En Couple,2,false,8883 OI 36
37,M,521,En Couple,4,false,7839 NS 91
53,F,1016,En Couple,0,false,3444 SI 68
53,F,210,En Couple,0,false,3734 UU 63
25,M,218,Célibataire,0,false,6318 PJ 77
76,F,465,En Couple,4,true,9492 RV 40
38,M,707,En Couple,4,false,8538 SN 93
54,M,473,En Couple,2,true,4596 FL 32
40,M,?,En Couple,0,true,6759 KR 32
18,M,1353,En Couple,3,false,1837 ZI 47
30,F,1220,En Couple,3,false,5906 YA 52
30,M,733,En Couple,0,false,5791 EN 34
77,M,1016,En Couple,2,true,1616 CA 63
35,F,404,En Couple,2,true,2740 SQ 66
42,M,814,En Couple,2,false,8593 EQ 42
24,F,907,En Couple,0,false,7057 WP 97
26,M,552,Célibataire,0,false,5549 BS 65
33,M,213,En Couple,2,false,948 YK 41
65,F,232,Célibataire,0,false,8232 TN 82
72,M,597,Célibataire,0,false,7797 RV 38
41,F,1368,En Couple,1,false,6751 ST 78
56,F,738,Seule,1,false,2311 YA 27
22,M,1288,En Couple,0,false,9609 NT 13
50,M,511,Célibataire,0,false,1829 LC 26
35,M,1305,Célibataire,0,false,2664 ER 77
58,F,470,En Couple,1,false,6663 UD 42
42,M,441,En Couple,0,false,6056 PP 96
82,M,750,En Couple,1,false,636 ZJ 89
24,M,569,En Couple,2,false,509 EC 15
55,M,176,Célibataire,0,false,6096 YR 14
45,M,1133,En Couple, ,true,7622 RE 93
43,M,237,En Couple,2,false,3253 IH 35
28,M,576,Célibataire,0,false,9278 TY 76
21,M,219,En Couple,2,false,5451 CE 38
59,M,177,Seule,2,false,1767 US 18
25,M,565,Célibataire,0,false,2537 EU 31
32,M,1032,En Couple,4,false,8078 RT 35
37,M,536,Célibataire,0,false,3011 DA 88
36,M,465,Célibataire,0,false,1964 VB 56
19,M,-1,En Couple,0,false,9556 PG 44
23,F,536,En Couple,1,false,225 CI 18
38,F,192,En Couple,1,true,387 BQ 49
22,M,593,En Couple,0,false,7545 EW 17
25,M,1199,En Couple,1,false,6015 ZX 14
28,M,1089,En Couple,2,true,2488 MH 65
59,F,175,En Couple,4,false,2341 BD 75
35,M,718,En Couple,4,false,8607 BG 82
51,M,984,En Couple,2,false,8038 TO 54
37,F,1373,En Couple,1,false,3446 AE 85
35,F,455,En Couple,1,false,6435 YE 38
18,M,439,Célibataire,0,false,8994 QX 21
41,M,450,En Couple,3,false,3171 FP 80
31,M,1168,Célibataire,0,false,4862 BJ 39
40,M,193,En Couple,0,false,7769 ZR 49
44,M,580,En Couple,1,false,1363 ND 55
29,M,179,En Couple,0,false,3984 OH 50
49,M,161,En Couple,2,false,6450 LW 15
39,M,408,Célibataire,0,false,3216 GG 70
58,M,1335,En Couple,0,false,7413 KH 74
44,Masculin,463,En Couple,0,true,8200 VF 53
21,F,591,En Couple,3,false,7892 AH 13
29,M,246,Célibataire,0,false,5091 IV 88
21,M,510,En Couple,3,false,7100 XK 18
42,M,530,Célibataire,0,false,5125 EE 27
27,M,244,Célibataire,0,false,7719 ZR 71
26,F,450,Seule,3,false,4941 LR 27
38,F,583,Célibataire,0,false,904 QY 32
50,M,437,En Couple,1,false,6499 FC 68
35,M,1077,En Couple,1,false,6237 HK 61
50,M,534,Célibataire,0,false,7320 AC 34
19,F,1344,En Couple,2,false,829 PD 75
38,M,409,Célibataire,0,false,2538 OU 53
50,F,523,En Couple,0,false,8794 RR 96
35,F,409,En Couple,0,true,7023 RT 68
42,M,456,En Couple,0,false,5054 VV 17
71,M,981,En Couple,1,false,6518 SI 37
20,F,826,En Couple,3,false,3791 LO 88
29,F,856,En Couple,0,true,9820 IW 16
52,M,209,En Couple,4,false,9276 VB 75
55,F,442,En Couple,2,false,738 VY 29
60,M,152,Célibataire,0,false,479 DD 69
20,M,1052,Célibataire,0,false,6201 DR 60
69,M,570,En Couple,2,false,7738 NN 88
31,M,417,En Couple,3,false,6200 HI 76
50,M,784,En Couple,1,true,8812 CS 69
25,F,435,En Couple,3,true,4721 BH 15
22,M,171,Célibataire,0,false,6075 JU 57
20,M,248,Célibataire,0,false,562 RR 64
29,M,457,En Couple,3,false,4057 JH 19
84,F,546,En Couple,4,false,8159 OW 28
72,M,1382,En Couple,0,false,7282 NY 92
26,F,426,En Couple,0,false,6874 NU 72
37,M,462,En Couple,2,false,9577 OO 98
26,M,192,Célibataire,0,false,6189 LE 37
45,M,846,En Couple,0,false,1936 MH 65
41,M,559,En Couple,2,false,3949 RA 17
25,M,1041,En Couple,3,false,5006 JU 29
45,M,575,En Couple,0,true,6086 XT 30
41,M,215,Célibataire,0,false,9320 RJ 57
77,M,502,En Couple,1,false,4451 EB 83
24,F,591,En Couple,2,true,8714 IT 80
20,F,556,En Couple,3,false,9556 VO 90
24,M,419,Célibataire,0,false,7245 XU 92
22,F,234,En Couple,1,true,695 JK 33
27,M,451,En Couple,1,true,4417 YA 17
26,F,881,En Couple,2,false,2945 JQ 75
28,M,946,En Couple,2,false,3249 LC 21
84,M,893,En Couple,0,false,1588 CL 73
42,F,495,Célibataire,0,false,3588 KT 83
32,M,992,En Couple,3,true,2249 EN 78
52,F,596,En Couple,0,false,1527 GG 79
 ,M,435,Célibataire,0,false,6981 CO 37
57,M,1157,Célibataire,0,false,2789 UP 94
21,M,238,En Couple,0,false,4821 EG 98
47,M,1214,En Couple,3,false,4673 IE 83
21,M,192,Célibataire,0,false,931 FL 82
20,F,461,En Couple,0,false,2665 CG 39
30,M,528,En Couple,2,true,2112 OD 91
33,M,1380,En Couple,3,false,9810 RF 40
84,Homme,532,En Couple,4,false,4106 ZD 57
22,F,227,Célibataire,0,false,9904 NZ 33
31,M,718,Seule,2,false,6901 IY 37
55,M,594,En Couple,4,true,7564 MT 47
46,M,500,En Couple,0,false,3795 UH 64
27,M,412,En Couple,4,true,5101 SC 61
22,M,1213,En Couple,1,true,1294 SV 89
68,F,584,En Couple,0,false,2322 RK 88
26,F,192,En Couple,2,false,8186 CY 96
80,F,185,En Couple,0,false,9636 ME 71
34,F,171,En Couple,1,false,5254 OT 71
38,M,458,En Couple,4,false,6886 LC 69
38,F,1275,En Couple,2,false,3561 DL 42
47,M,590,En Couple,4,false,8198 RH 23
80,M,1109,Seule,1,false,2934 VM 24
20,F,549,En Couple,4,false,27 MK 55
18,M,566,En Couple,3,false,5338 GO 95
62,M,551,En Couple,3,false,5446 TE 72
53,M,761,En Couple,0,true,8411 NV 46
43,F,511,Célibataire,0,false,803 NB 28
37,M,453,En Couple,4,false,5464 IO 15
20,M,725,En Couple,0,true,2663 MJ 45
18,M,999,En Couple,1,true,1533 XN 63
37,M,176,En Couple,0,false,913 FZ 15
78,M,470,En Couple,3,false,9709 WN 20
61,M,416,En Couple,1,true,2698 UN 10
50,F,1395,En Couple,2,true,4744 EM 91
29,Masculin,426,En Couple,2,false,6311 QE 38
24,M,506,En Couple,2,true,6501 YQ 76
36,F,1353,Célibataire,0,false,9268 UM 83
28,M,500,Célibataire,0,false,4358 XQ 94
53,M,891,Célibataire,0,false,1176 SC 16
55,F,572,En Couple,1,false,7128 NI 89
54,M,542,En Couple,0,false,4229 CT 24
53,M,1212,En Couple,0,true,1538 WX 16
28,M,498,En Couple,2,false,5270 XD 72
31,M,1380,En Couple,1,true,3619 WH 63
58,F,413,En Couple,0,false,2496 JM 22
75,M,816,Seule,3,false,7477 YI 93
49,F,183,Célibataire,0,false,5267 PE 55
56,F,197,En Couple,4,false,2286 BX 54
57,M,487,En Couple,2,true,7465 PM 37
50,M,1011,En Couple,3,true,7964 VL 41
63,M,1150,Célibataire,0,false,3731 FI 97
50,M,463,En Couple,2,false,8246 KE 33
27,M,411,En Couple,4,false,8288 VL 14
52,M,507,En Couple,2,true,1887 JB 86
78,?,588,Célibataire,0,false,5432 LT 61
22, ,484,En Couple,4,false,5316 BZ 21
46,F,217,En Couple,0,false,8314 HY 53
38,F,156,En Couple,0,false,7050 GB 33
36,?,458,En Couple,2,false,3684 YJ 92
19,F,234,En Couple,0,false,7475 DW 52
20,F,522,Célibataire,0,false,6889 UH 25
21,F,1337,Célibataire,0,false,8727 OQ 28
83,F,931,Seule,3,false,1049 WX 52
57,M,707,En Couple,4,false,1901 YS 84
65,F,439,En Couple,1,false,6606 BB 40
46,M,803,En Couple,2,false,7905 AM 51
54,M,511,En Couple,2,false,8907 QE 81
71,M,417,En Couple,0,false,4157 YL 62
25,M,543,En Couple,1,false,7213 NT 74
60,M,568,Célibataire,0,false,2018 PH 66
53,F,749,En Couple,1,false,9228 CV 11
18,F,496,En Couple,0,false,4541 IZ 11
22,M,450,En Couple,3,false,1128 NU 73
42,M,582,En Couple,2,false,1524 RK 95
18,F,192,En Couple,0,false,8653 TP 67
39,M,248,En Couple,3,false,5544 KX 67
72,M,1399,En Couple,4,true,2545 XD 56
25,F,464,En Couple,2,false,8595 CZ 94
24,F,236,Seule,3,false,6147 JG 27
42,M,1283,En Couple,3,false,5593 KP 22
38,M,935,En Couple,3,false,8795 LV 21
37,F,514,Célibataire,0,false,5912 ML 24
44,Homme,501,En Couple,3,false,1918 JY 31
47,M,460,En Couple,2,false,8137 WT 55
28,M,453,En Couple,3,false,1401 JQ 14
69,M,531,En Couple,1,false,974 OV 45
63,M,438,En Couple,2,false,8707 CC 24
18,F,564,En Couple,2,false,8628 XF 48
19,M,558,En Couple,4,true,7197 WD 61
23,F,1386,En Couple,1,false,1136 WE 61
81,F,466,En Couple,0,false,355 TN 15
25,M,488,Célibataire,0,false,8244 UT 40
65,M,183,Célibataire,0,false,9849 JA 62
41,F,402,En Couple,0,false,2008 RC 31
28,M,1041,En Couple,0,false,5168 DJ 34
46,M,967,Célibataire,0,false,8995 NB 47
51,M,225,En Couple,3,false,2080 GI 56
42,M,213,En Couple,4,false,9105 NG 38
42,M,470,Célibataire,0,false,9070 JH 51
18,M,1367,En Couple,1,false,8875 BH 89
19,M,562,En Couple,4,false,5221 FO 92
38,M,1236,En Couple,2,false,6117 VN 65
28, ,445,Célibataire,0,false,7854 YJ 94
18,M,1325,En Couple,0,false,3513 JF 47
19,M,479,En Couple,4,false,2810 ZF 50
27,M,525,En Couple,1,true,1646 AW 75
57,M,537,En Couple,1,false,9715 NO 83
28,M,223,En Couple,2,false,5877 TK 47
29,F,463,En Couple,3,false,8577 JK 86
41,M,1150,En Couple,0,false,2311 LT 80
23,M,761,En Couple,4,false,8497 SH 10
25,F,959,En Couple,1,true,9370 SC 62
48,M,566,Célibataire,0,false,8173 QY 43
18,M,215,Seule,1,false,7643 IM 68
51,M,498,Célibataire,0,false,1464 YT 90
55,M,507,En Couple,2,false,7811 FI 83
56,M,229,Célibataire,0,false,6800 FD 51
20,M,458,Célibataire,0,false,2852 YH 54
32,M,1051,En Couple,2,false,7533 DV 35
34,M,172,Célibataire,0,false,3099 QT 46
19,M,1030,Seule,1,false,9342 HM 39
30,F,593,En Couple,-1,true,7661 RZ 34
18,M,224,En Couple,4,false,4272 UI 66
45,F,153,En Couple,?,false,363 CM 54
22,M,982,En Couple,1,false,3448 IE 14
