age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
35,M,174,En Couple,1,false,2989 WD 88
30,M,153,En Couple,0,false,272 BO 29
28,M,1189,Seule,1,false,6461 WS 34
76,F,599,En Couple,1,false,0 MP 51
43,M,443,En Couple,3,false,5755 TC 54
19,M,1023,En Couple,3,true,6822 CO 76
80,M,510,En Couple,0,false,2083 DX 18
38,M,921,Célibataire,0,false,1743 BG 94
72,M,1108,Célibataire,0,false,8293 OJ 60
41,F,1162,En Couple,4,false,2093 YZ 51
21,M,550,Célibataire,0,false,4545 HO 66
57,M,214,En Couple,2,true,5039 OY 87
33,M,941,Célibataire,0,false,923 XX 76
47,M,518,En Couple,4,false,2156 FQ 37
23,F,211,En Couple,1,false,3063 RY 12
24,F,177,En Couple,1,true,8201 MB 64
82,F,413,En Couple,4,false,6205 HX 11
78,F,526,En Couple,3,false,1917 PI 72
48,M,1122,Célibataire,0,false,8166 WD 57
18,F,556,En Couple,1,false,8932 PQ 48
53,M,181,Célibataire,0,false,2300 DT 77
48,F,180,En Couple,3,true,1049 KU 67
46,M,524,En Couple,1,false,957 ZL 32
18,M,536,Célibataire,0,false,1673 LW 55
53,M,1106,Célibataire,0,false,1609 GJ 35
24,F,895,En Couple,2,true,4454 HD 96
25,Masculin,714,En Couple,1,false,5263 RK 52
24,M,495,En Couple,4,false,4434 YL 60
74,M,174,Seule,1,false,4979 ZK 83
19,M,984,En Couple,2,true,4591 OT 52
83,M,549,En Couple,3,false,3115 LW 82
72,F,1206,Célibataire,0,false,1973 BP 42
55,M,1078,En Couple,4,true,2812 JM 77
50,F,588,En Couple,0,false,8220 KS 13
23,M,484,En Couple,0,false,1185 JO 76
57,M,701,En Couple,1,false,3885 TW 54
31,F,469,En Couple,4,false,3668 VA 27
32,F,418,Célibataire,0,false,7684 UG 47
58,M,169,En Couple,1,false,5171 FZ 21
43,M,1316,En Couple,3,true,7200 VK 98
39,F,1030,Célibataire,0,false,2331 AK 57
21,F,486,Célibataire,0,false,177 MT 96
29,M,429,En Couple,2,false,9536 WU 92
54,M,501,Célibataire,0,false,9177 BC 43
19,M,863,En Couple,2,true,1651 JB 15
49,F,533,Célibataire,0,false,555 AG 40
61,M,202,En Couple,3,false,7801 AF 64
18,M,474,Célibataire,0,false,8319 IE 97
41,M,522,Célibataire,0,false,9355 TM 54
79,M,198,Célibataire,0,false,3115 OT 44
27,M,1274,En Couple,4,false,2864 UJ 46
78,M,238,En Couple,4,false,2746 EJ 78
26,M,462,En Couple,2,true,323 XX 62
19,F,475,En Couple,0,true,8521 QT 56
30,F,488,En Couple,0,true,1267 SS 81
24,M,1188,En Couple,3,false,2148 SF 55
42,M,592,En Couple,3,false,1933 KI 12
45,M,1029,En Couple,4,true,9725 VF 30
59,M,200,En Couple,2,false,3940 BP 70
19,M,565,En Couple,4,false,7077 JY 43
43,M,1054,Célibataire,0,false,3962 JX 41
32,M,1358,En Couple,0,true,5713 FO 54
50,M,1237,En Couple,4,false,9827 QM 31
21,M,737,Célibataire,0,false,8117 EX 32
33,M,230,En Couple,4,true,600 EM 62
68,F,719,En Couple,0,false,6844 QZ 72
37,F,961,Célibataire,0,false,2289 FF 31
18,F,1315,Célibataire,0,false,8749 RB 55
35,F,1267,Célibataire,0,false,6010 BD 13
24,M,529,En Couple,1,false,2583 RJ 96
61,F,453,Célibataire,0,false,3950 AI 69
78,M,711,En Couple,4,false,7078 QW 31
63,M,557,En Couple,2,false,4671 OF 30
53,M,417,En Couple,2,false,8026 OO 18
52,M,830,En Couple,2,false,7659 MM 68
38,M,500,Célibataire,0,false,7479 UT 48
43,M,519,Célibataire,0,false,2488 CS 26
54,M,194,Célibataire,0,false,3599 FC 69
49,F,532,En Couple,4,false,2392 CU 43
59,F,764,En Couple,4,false,9417 ZY 15
25,M,1232,En Couple,1,false,9029 CV 29
27,F,512,Célibataire,0,false,8173 KG 42
37,M,448,En Couple,0,true,6038 CH 51
34,M,1355,Célibataire,0,false,5110 MS 28
52,M,1287,Célibataire,0,false,4087 ZF 44
50,M,168,Célibataire,0,false,4254 WJ 72
41,M,980,En Couple,3,false,7605 SR 95
34,M,595,Célibataire,0,false,6996 PS 97
30,F,758,En Couple,4,true,9823 BD 38
44,M,190,En Couple,2,false,5673 RC 40
52,F,732,Célibataire,0,false,3558 FD 50
33,M,223,En Couple,0,true,1357 YT 52
53,F,453,En Couple,0,false,2685 EO 28
67,M,889,En Couple,0,false,4615 SZ 34
48,F,164,En Couple,0,true,9001 RL 49
45,F,1073,En Couple,1,false,7082 LM 65
69,M,470,Seule,1,false,1713 UV 71
21,M,239,Seule,2,false,6464 PE 31
26,F,490,En Couple,1,false,4702 ZF 30
56,M,442,En Couple,4,false,6931 MP 28
31,M,866,Marié(e),4,false,8428 UE 76
39,M,501,En Couple,1,false,2190 YW 54
23,M,215,En Couple,3,true,8855 HH 71
62,M,238,Célibataire,0,false,2000 YC 52
28,M,589,En Couple,4,true,4846 JO 32
31,M,856,Célibataire,0,false,216 OL 49
32,M,1052,En Couple,0,false,2051 BG 11
32,M,516,En Couple,4,false,8681 CA 41
58,M,1299,En Couple,1,false,9353 ZJ 32
20,M,752,En Couple,2,true,1335 AB 39
37,M,898,Célibataire,0,false,2292 NU 46
20,M,464,En Couple,4,false,7944 NW 79
77,F,727,En Couple,0,false,7980 FX 41
22,M,548,Célibataire,0,false,5716 XO 91
58,F,484,En Couple,0,false,4921 QO 29
47,M,454,Seul,0,false,5909 FM 78
33,M,406,Célibataire,0,false,2519 WY 36
55,M,951,En Couple,0,false,8327 LA 72
28,F,829,En Couple,1,false,7204 XU 42
75,M,197,En Couple,1,false,2344 NY 33
51,F,1177,En Couple,0,false,4029 AM 65
25,M,219,En Couple,2,true,6489 UB 39
41,M,458,En Couple,3,false,4948 YH 24
25,M,527,Seule,2,false,8570 BK 11
49,F,958,En Couple,1,false,9436 XJ 65
24,M,522,En Couple,0,false,2977 GT 92
19,M,1021,Célibataire,0,false,3786 FK 54
27,Masculin,542,En Couple,4,false,6739 PO 24
60,M,773,Célibataire,0,false,7174 IQ 55
70,M,587,Célibataire,0,false,2105 SY 48
20,M,196,En Couple,4,false,567 QJ 68
23,M,433,?,4,false,3117 XX 70
47,M,730,En Couple,2,false,8538 VS 94
80,M,1210,En Couple,1,false,9561 QX 38
76,F,532,En Couple,4,false,7532 ML 10
21,M,162,En Couple,0,false,9022 YL 47
18,M,1284,Célibataire,0,false,9818 AY 41
82,M,511,Célibataire,0,false,538 FM 55
33,F,406,En Couple,3,true,2088 DF 91
56,M,718,En Couple,3,false,240 BF 16
20,M,591,En Couple,0,false,8310 AY 48
45,F,569,En Couple,1,false,5236 GB 91
63,M,222,En Couple,1,true,76 QC 10
39,M,808,En Couple,3,false,4028 FT 97
84,M,193,En Couple,1,false,9087 WB 54
40,M,217,Célibataire,0,false,6207 OV 19
58,M,507,En Couple,4,false,2009 HD 42
37,M,203,Célibataire,0,false,5529 MV 32
55,M,414,En Couple,0,false,4628 QD 29
63,M,186,En Couple,2,false,1285 KZ 82
20,M,160,Seule,2,false,7151 MK 32
55,M,1327,En Couple,3,false,1601 JM 13
32,M,150,Célibataire,0,false,3303 HC 23
71,M,517,En Couple,3,false,13 XD 48
72,M,459,Célibataire,0,false,1471 FM 86
33,M,546,Célibataire,0,false,1339 KN 10
35,F,418,En Couple,0,false,6168 XR 78
82,M,1225,Célibataire,0,false,5632 SS 42
28,M,446,Célibataire,0,false,7097 IY 50
23,F,491,En Couple,1,false,1249 HW 66
31,M,852,En Couple,4,true,1655 FL 75
76,F,801,En Couple,3,false,2359 XE 24
30,M,193,Seule,2,false,8173 JD 19
20,F,428,En Couple,3,false,9691 OE 44
55,M,1012,En Couple,0,false,8501 JN 62
21,M,473,En Couple,1,false,9946 LV 84
35,M,472,En Couple,4,false,9181 ZN 33
27,M,519,Célibataire,0,false,6033 ET 16
19,M,1192,Célibataire,0,false,1011 SZ 41
45,M,1016,En Couple,4,false,6273 DY 34
22,F,240,En Couple,4,false,8665 TF 45
24,F,547,En Couple,1,false,6252 DO 64
77,F,506,En Couple,4,false,1665 YW 93
33,F,1129,En Couple,1,false,3413 RK 17
24,M,1211,En Couple,4,false,5312 ZP 24
55,M,499,En Couple,0,false,1284 UA 25
58,M,581,Célibataire,0,false,5103 EA 44
19,M,238,En Couple,0,false,8111 OH 91
26,M,492,En Couple,3,true,1285 NN 78
26,M,547,En Couple,0,false,66 AI 83
71,F,515,En Couple,3,false,190 OY 96
63,M,995,En Couple,2,false,9351 WI 70
56,M,439,En Couple,3,false,7782 AF 46
23,M,533,En Couple,0,false,7966 CL 71
32,F,184,En Couple,1,false,2622 RA 10
29,F,247,En Couple,0,false,2006 PW 46
57,F,429,En Couple,3,true,6054 XC 29
46,F,850,En Couple,1,false,9777 YH 43
25,M,599,Célibataire,0,false,1888 HL 94
40,M,548,En Couple,0,false,8484 LF 68
19,M,200,Seule,2,?,5939 UC 54
81,F,435,En Couple,0,false,7219 IS 27
63,M,496,En Couple,1,false,9573 SB 60
26,M,518,En Couple,4,false,7305 RB 77
51,F,474,En Couple,3,false,751 TY 15
66,M,1399,En Couple,2,false,2766 QZ 65
49,F,1098,En Couple,0,false,3821 RN 93
29,M,989,En Couple,3,false,5054 QU 64
43,F,985,Célibataire,0,false,4299 NY 42
29,F,1147,En Couple,0,false,2376 RD 77
56,Féminin,205,En Couple,2,true,5944 ZR 42
33,M,763,En Couple,0,false,7052 ZU 14
36,M,462,Célibataire,0,false,4886 JK 88
36,F,522,En Couple,2,true,4556 DK 58
43,F,152,En Couple,2,false,535 CP 49
27,F,1340,En Couple,1,false,427 KJ 25
38,M,486,En Couple,3,false,2417 XI 34
29,M,576,En Couple,4,false,1088 DU 73
68,M,1378,En Couple,1,true,5691 LH 86
22,M,163,En Couple,2,false,3108 UZ 56
79,F,486,En Couple,0,false,7021 JV 21
25,M,581,Célibataire,0,false,6543 IV 16
51,F,405,Célibataire,0,false,5843 DS 60
68,M,430,Célibataire,0,false,590 PU 25
28,M,1050,Seule,2,false,9723 AI 66
32,M,533,Célibataire,0, ,5056 TQ 82
45,M,219,Célibataire,0,false,8337 YD 55
45,F,561,En Couple,1,false,2307 XO 44
29,M,457,Célibataire,0,false,5529 RB 55
26,M,411,Célibataire,0,false,2107 MM 17
54,M,1244,Célibataire,0,false,3349 WC 13
20,M,1124,Célibataire,0,false,1964 DO 61
68,M,469,Célibataire,0,false,8458 EM 49
57,M,437,En Couple,1,false,2570 GR 28
19,M,1286,En Couple,0,false,9424 AU 47
56,M,449,Célibataire,0,false,5615 JA 81
79,M,538,Célibataire,0,false,5406 HF 17
30,M,442,En Couple,1,true,2933 SJ 11
49,M,441,En Couple,4,false,1329 OZ 35
43,M,455,Célibataire,0,false,9223 VR 26
27,M,525,Célibataire,0,false,2661 VZ 97
21,M,1021,En Couple,2,true,7716 PU 74
44,F,1398,En Couple,2,true,4330 QF 34
32,M,1201,En Couple,2,true,8316 JR 15
57,Homme,?,En Couple,0,false,5808 RX 43
44,M,1331,Marié(e),3,false,8304 LK 90
31,M,434,En Couple,2,false,9067 VO 84
66,F,447,En Couple,3,true,2501 NT 14
41,F,169,En Couple,0,false,5935 SE 16
22,F,198,En Couple,2,false,5089 EU 84
23,F,1049,En Couple,1,false,8116 KJ 62
34,M,595,Célibataire,0,false,4956 JN 48
70,M,404,En Couple,1,false,9058 PF 30
47,F,518,Célibataire,0,false,5424 RD 65
29,F,221,En Couple,0,false,6726 CT 64
38,M,169,En Couple,0,false,3769 BC 48
23,M,1371,Célibataire,0,false,7275 GN 47
37,M,736,Célibataire,0,false,358 JS 47
22,M,417,Célibataire,0,false,9809 JH 80
84,M,598,En Couple,4,false,53 UM 72
43,M,224,En Couple,2,false,4026 EA 16
56,M,464,En Couple,0,true,1770 JY 49
48,F,409,En Couple,4,true,2087 DM 95
23,F,1004,En Couple,1,true,1656 QE 97
80,M,462,Célibataire,0,false,5566 XZ 27
25,M,161,Seule,3,false,1749 RK 41
48,M,815,En Couple,0,false,4471 UX 20
18,M,529,En Couple,3,false,2474 CW 96
33,F,237,En Couple,3, ,1914 MT 34
49,M,1161,En Couple,1,false,6833 PL 21
55,M,413,En Couple,2,false,6226 RP 86
35,M,233,Célibataire,0,false,9221 DT 29
44,M,1090,Célibataire,0,false,9420 UZ 28
69,M,461,Célibataire,0,false,1844 JT 76
25,M,480,En Couple,0,false,8760 RE 72
22,M,574,Célibataire,0,false,1936 QL 35
37,F,247,En Couple,4,true,5478 SU 47
50,M,219,En Couple,2,false,1177 MX 78
61,Homme,187,En Couple,3,false,7946 TV 22
58,F,517,En Couple,3,false,2740 GD 27
44,M,416,En Couple,3,false,7577 ZM 65
73,F,535,Célibataire,0,false,5015 CR 31
45,F,559,En Couple,1,false,8873 ZZ 74
30,M,249,En Couple,1,false,5658 GH 79
19,F,424,En Couple,2,true,8900 GJ 43
45,F,420,Seule,2,false,2182 UO 73
55,Masculin,1100,Célibataire,0,false,7157 BS 57
58,M,575,En Couple,2,false,6281 FL 52
18,M,407,En Couple,3,false,2760 HR 74
24,M,973,En Couple,2,true,4096 XT 66
43,M,406,En Couple,0,false,3742 HI 63
21,M,487,Célibataire,0,false,6188 HD 76
40,M,774,En Couple,1,false,3654 LU 11
57,M,203,Célibataire,0,false,6285 KY 53
68,M,1007,En Couple,2,false,8757 ZP 67
50,F,1283,Célibataire,0,false,5401 DB 63
47,M,585,En Couple,1,false,8798 EH 72
45,M,591,En Couple,2,false,7301 QK 72
28,F,958,En Couple,3,false,9786 NA 65
45,M,572,Célibataire,0,false,4794 OH 22
24,M,1351,En Couple,3,false,705 TK 32
36,M,743,Célibataire,0,false,6017 VC 83
29,M,426,En Couple,1,true,2767 RR 87
21,M,1223,En Couple,0,false,7575 AR 10
56,F,577,En Couple,4,true,6735 TS 60
19,M,166,Célibataire,0,false,3545 LY 29
25,M,588,En Couple,3,true,9043 JV 69
20,F,403,En Couple,2,false,6024 WJ 79
26,F,526,En Couple,2,false,2217 PY 36
29,M,539,En Couple,3,false,6246 WH 81
47,M,214,Célibataire,0,false,3206 ZF 10
79,M,232,En Couple,0,false,9991 IE 11
47,M,206,En Couple,4,false,3263 QF 10
56,M,427,En Couple,3,false,6945 XE 28
43,F,223,En Couple,2,false,1547 BQ 72
28,M,780,Seule,3,false,9723 DI 50
22,M,552,En Couple,4,false,402 WI 87
27,M,564,En Couple,1,true,3457 CH 55
54,M,437,Célibataire,0,false,6736 TZ 19
28,M,163,En Couple,0,false,302 UP 37
52,M,469,Célibataire,0,false,7202 LG 42
49,M,953,Célibataire,0,false,7151 WF 25
73,M,520,En Couple,1,false,2983 DB 28
23,M,1095,En Couple,0,false,5031 LK 34
53,M,530,Célibataire,0,false,2495 GG 25
57,M,853,En Couple,2,false,7877 MF 33
23,M,567,En Couple,3,false,6527 TC 11
29,M,226,Célibataire,0,false,270 UM 69
41,M,428,En Couple,3,true,3835 OB 92
42,M,452,En Couple,0,false,617 FT 82
30,M,549,En Couple,3,false,5642 CC 74
40,M,200,En Couple,3,false,7374 TD 51
67,F,1235,En Couple,-1,false,4502 LP 20
19,M,215,En Couple,0,false,4870 NX 15
44,F,406,Célibataire,0,false,4952 DY 46
28,M,416,Célibataire,0,false,3326 TU 63
21,M,400,En Couple,0,false,7167 NA 49
22,M,960,N/D,0,false,7571 KK 95
24,M,479,En Couple,0,true,1946 RE 87
51,F,754,En Couple,2,false,7446 UH 56
48,M,804,En Couple,3,false,3769 NJ 77
41,M,518,Célibataire,0,false,8488 CA 45
19,F,233,Célibataire,0,false,3263 DL 45
49,M,409,En Couple,3,false,1359 TX 93
25,F,488,En Couple,3,false,6514 IJ 57
25,M,549,Célibataire,0,false,7471 EV 67
55,M,596,En Couple,1,false,6681 SN 43
26,M,456,En Couple,0,false,3986 MG 44
29,M,1181,En Couple,4,true,1404 EE 72
76,M,529,Célibataire,0,false,9568 EK 30
75,F,473,En Couple,1,false,4680 QE 36
51,M,562,Célibataire,0,false,5302 LE 95
48,M,1397,En Couple,1,false,1016 BV 12
53,M,428,Célibataire,0,false,4515 TR 36
30,F,1090,En Couple,1,false,1804 GQ 65
63,F,728,Célibataire,0,false,6790 ZG 78
38,M,427,En Couple,2,false,7045 AX 83
43,M,1118,En Couple,1,false,6929 AI 92
53,F,194,Célibataire,0,false,1766 GQ 68
34,F,224,Seule,3,false,3320 TB 73
27,M,528,En Couple,0,false,5652 EI 79
42,M,947,Célibataire,0,false,7970 MU 37
33,M,539,En Couple,3,true,9143 CV 79
31,M,727,En Couple,2,false,8118 MR 73
49,M,436,En Couple,2,false,6166 LI 45
22,M,548,Célibataire,0,false,8655 JZ 78
29,M,1299,En Couple,1,false,6270 MB 24
52,M,575,En Couple,1,false,3593 EP 69
48,M,519,Célibataire,0,false,716 ZE 82
57,M,197,En Couple,3,false,2689 OR 59
37,F,539,En Couple,0,false,6477 WT 62
18,M,204,Célibataire,0,false,6087 MA 56
34,F,848,En Couple,4,false,6229 OO 96
82,F,156,En Couple,3,false,3647 YF 28
37,M,1109,En Couple,1,false,4196 AQ 17
21,M,1242,En Couple,0,false,123 XV 10
54,F,538,Célibataire,0,false,82 VT 74
29,F,152,En Couple,3,false,8914 UU 28
30,M,224,Célibataire,0,false,7876 RB 10
30,M,545,En Couple,3,true,108 KZ 93
19,M,599,En Couple,1,false,2532 CD 58
27,M,540,En Couple,2,false,8788 YK 96
40,M,1063,Célibataire,0,false,4156 BM 60
31,M,960,En Couple,1,false,3268 ND 39
36,M,495,En Couple,2,false,107 WG 52
72,M,590,Célibataire,0,false,9563 NK 11
78,M,1362,Célibataire,0,false,6590 VR 62
24,M,509,Célibataire,0,false,7370 GM 32
44,M,1378,Célibataire,0,false,6551 JI 45
40,F,491,En Couple,1,true,850 NB 19
69,F,484,Célibataire,0,false,1082 HU 80
52,Masculin,233,En Couple,0,false,9511 FP 49
35,M,1115,Célibataire,0,false,6506 PP 43
36,M,515,En Couple,3,false,9503 QL 27
56,M,198,Célibataire,0,false,320 CA 67
18,F,474,En Couple,1,false,548 NT 16
25,M,425,Célibataire,0,false,2228 GY 31
21,M,220,En Couple,1,false,5901 WN 45
49,M,1138,En Couple,1,false,7681 WV 68
47,M,562,En Couple,2,false,8792 UZ 34
30,M,439,En Couple,2,false,2805 CF 93
18,M,538,Célibataire,0,false,5955 CA 50
75,F,556,En Couple,4,true,9038 RD 69
24,M,513,En Couple,0,true,8317 PQ 61
18,F,412,En Couple,0,true,7437 PV 97
61,M,167,Célibataire,0,false,7098 RO 12
52,F,507,Célibataire,0,false,8550 PM 15
20,M,784,En Couple,2,false,140 VL 74
51,M,595,Célibataire,0,false,8398 SB 55
53,M,245,En Couple,4,false,5482 SE 43
57,F,591,En Couple,1,false,5179 QD 96
18,F,462,Célibataire,0,false,5212 JK 48
62,F,171,En Couple,0,false,2471 PW 69
26,M,226,En Couple,1,false,7148 UL 55
58,M,518,En Couple,0,false,5677 UL 81
82,M,471,En Couple,?,false,262 FS 16
27,M,226,En Couple,2,false,3850 HK 97
18,M,437,En Couple,4,false,216 RN 82
23,M,219,Célibataire,0,false,8284 YB 53
42,M,932,En Couple,1,false,5346 NN 42
24,Homme,474,Célibataire,0,false,7350 EB 71
59,M,477, ,3,false,5639 KP 28
58,M,1047,En Couple,0,false,8362 AZ 10
49,M,165,En Couple,0,false,6922 XI 13
48,M,777,En Couple,0,false,6620 QK 94
29,M,1087,Célibataire,0,false,7969 QD 53
61,M,542,En Couple,4,false,6469 FT 68
75,M,1279,En Couple,1,false,5365 AB 14
58,M,1399,En Couple,2,false,734 DW 47
29,M,227,En Couple,0,false,2799 NW 80
44,M,577,En Couple,0,false,7360 VN 48
30,M,1346,En Couple,2,true,1500 EH 56
56,F,1137,En Couple,0,false,3082 YK 85
45,M,489,En Couple,1,true,4282 WT 61
81,M,556,En Couple,0,false,8698 VE 30
19,M,214,Célibataire,0,false,7608 DU 52
34,M,508,En Couple,0,true,3074 KN 28
25,F,408,En Couple,0,false,1769 TZ 40
59,F,216,Seule,2,false,612 DI 81
71,M,536,Célibataire,0,false,8225 BO 86
33,F,751,En Couple,1,false,6502 FM 93
19,M,206,Célibataire,0,false,1190 XS 35
37,M,168,En Couple,1,false,6719 YE 54
56,M,725,En Couple,4,false,6271 RJ 58
57,M,423,Célibataire,0,false,4071 RQ 28
47,M,584,En Couple,2,false,7304 VM 49
24,F,905,Célibataire,0,false,7786 KV 33
40,M,440,En Couple,4,false,3532 IZ 64
36,F,443,Célibataire,0,false,9429 EQ 80
33,M,446,En Couple,2,false,1449 ZM 63
49,M,248,Célibataire,0,false,7671 GF 20
52,Féminin,545,En Couple,4,false,2719 JI 56
51,M,499,En Couple,1,true,9905 QA 15
63,M,432,En Couple,2,false,8401 EW 55
41,M,1056,En Couple,2,false,54 PE 72
37,M,1397,En Couple,1,true,209 OJ 78
42,Masculin,443,En Couple,1,false,3931 GH 84
37,M,440,Célibataire,0,false,3127 DI 12
43,F,539,Célibataire,0,false,9191 LR 39
19,M,222,Célibataire,0,false,6619 IU 75
18,M,557,En Couple,1,false,7476 RL 12
49,M,935,Célibataire,0,false,4774 LU 52
32,F,1212,Célibataire,0,false,2332 UY 79
41,M,468,En Couple,3,false,9909 PV 39
58,F,806,En Couple,1,false,4348 LC 11
58,M,1227,En Couple,2,false,1541 LN 86
46,M,462,Célibataire,0,false,7891 MG 23
37,M,541,En Couple,0,false,2583 FW 31
32,F,1375,Seule,3,false,1939 GG 85
20,M,224,Célibataire,0,false,8893 TT 27
25,M,240,Seule,3,false,2511 QC 70
51,M,170,En Couple,2,false,5851 QB 16
32,M,559,Célibataire,0,false,5195 HN 44
57,M,155,Seule,3,false,6022 ML 80
27,M,244,Seule,3,false,7503 NZ 62
44,F,584,En Couple,4,false,9800 JG 84
22,M,776,En Couple,0,true,2324 DY 15
54,M,537,En Couple,0,false,105 NN 97
37,F,512,En Couple,1,false,6804 ZT 39
75,M,984,Célibataire,0,false,1191 DB 12
54,Masculin,413,Célibataire,0,false,7933 XB 64
60,F,446,Seule,1,false,6863 ZV 69
32,M,553,En Couple,2,false,1471 DQ 17
47,F,1279,En Couple,3,false,1889 XS 22
35,F,475,En Couple,0,true,5849 AA 92
28,M,1210,En Couple,1,false,3503 GR 79
71,F,1307,Célibataire,0,false,3023 ZK 59
73,M,516,Célibataire,0,false,3933 HY 59
82,F,544,Célibataire,0,false,5718 QH 96
49,M,503,En Couple,2,false,3314 OU 36
23,F,436,En Couple,2,false,8726 IO 17
54,F,489,Célibataire,0,false,6918 QL 27
72,F,741,En Couple,0,false,7495 NP 25
50,F,162,Célibataire,0,false,1697 WF 36
27,M,1306,Célibataire,0,false,8212 IZ 73
47,M,587,En Couple,4,false,1154 HA 62
40,F,590,Célibataire,0,false,9594 IO 87
67,M,420,Célibataire,0,false,5541 TO 62
67,M,157,Célibataire,0,false,8505 LM 31
78,M,846,Célibataire,0,false,9403 DJ 75
32,M,593,En Couple,3,true,9345 ED 19
69,M,458,En Couple,0,false,4982 IR 32
19,M,507,En Couple,2,false,5846 BR 74
24,M,470,En Couple,2,false,3417 UA 73
20,F,472,En Couple,2,false,6317 NP 35
33,F,472,En Couple,4,false,1147 DT 19
27,M,423,En Couple,0,true,9292 WD 75
30,F,495,Seule,1,false,6245 IS 22
79,F,189,En Couple,4,false,1405 SJ 46
45,M,152,En Couple,1,false,751 AH 35
41,F,200,Célibataire,0,false,2106 QL 47
27,F,169,En Couple,0,false,7558 FH 22
33,M,982,En Couple,2,false,5986 XV 82
58,M,1211,En Couple,3,false,3897 SF 69
80,M,483,En Couple,4,false,322 EA 61
45,F,197,En Couple,1,true,6406 KU 59
45,M,1056,Seul,0,false,1373 RO 48
64,M,414,Célibataire,0,false,3201 TH 37
42,F,1185,Célibataire,0,false,8068 EY 51
78,F,460,Célibataire,0,false,606 XQ 38
79,Homme,582,En Couple,0,false,4702 VA 98
44,F,1170,En Couple,0,false,7953 WY 58
61,M,498,En Couple,2,?,49 TZ 70
38,M,1210,En Couple,4,false,2645 HJ 80
39,M,579,En Couple, ,true,4950 CO 93
24,F,957,Célibataire,0,false,401 DS 53
45,M,1339,En Couple,4,false,8952 OV 19
37,M,751,En Couple,2,false,2068 RW 47
57,M,869,Seule,2,false,805 DT 94
26,F,1194,En Couple,1,false,2425 KZ 79
53,M,507,Célibataire,0,false,9867 AJ 27
42,M,199,Célibataire,0,false,3459 KB 57
78,M,560,En Couple,0,false,4156 PM 49
44,M,1205,En Couple,3,false,1634 FO 45
39,M,176,Seule,3,false,7786 IZ 56
34,F,560,En Couple,1,false,8172 CF 24
26,F,506,En Couple,2,false,3435 UF 79
80,F,836,En Couple,3,false,5077 VS 17
29,F,447,En Couple,0,false,8453 XD 46
81,F,156,En Couple,0,false,4262 BV 63
20,M,923,En Couple,3,false,5362 RI 43
24,F,222,En Couple,3,false,7657 LC 39
27,F,955,Célibataire,0,false,9517 EI 95
61,M,400,En Couple,4,false,5546 RU 38
59,M,195,Célibataire,0,false,4547 WF 88
47,F,1011,Célibataire,0,false,7287 BB 81
36,F,515,En Couple,0,true,5827 UM 12
24,M,415,En Couple,0,true,1601 TJ 40
59,M,701,Célibataire,0,false,8862 UV 24
39,F,1227,En Couple,0,false,4745 KH 33
23,M,518,En Couple,2,false,486 WX 35
38,F,514,En Couple,4,false,1315 LR 40
47,M,220,Seule,1,false,3378 YK 17
28,F,505,Seule,2,false,5477 NW 84
32,M,716,Célibataire,0,false,8152 BG 73
50,M,438,En Couple,1,false,3768 LZ 32
74,M,464,Célibataire,0,false,978 LD 20
26,M,438,En Couple,3,false,9894 OQ 28
19,F,407,En Couple,4,false,3065 QH 33
50,M,461,En Couple,2,false,3450 BA 62
46,M,173,Célibataire,0,false,5180 CY 91
45,M,205,En Couple,4,false,2 BZ 98
57,M,198,En Couple,2,false,5786 UK 44
48,M,584,En Couple,2,false,2704 EN 51
25,M,573,En Couple,1,false,5827 FJ 30
30,F,444,En Couple,4,true,4404 WH 15
37,M,206,En Couple,2,false,5402 YS 53
61,M,526,En Couple,4,false,8611 DX 49
84,M,435,En Couple,2,true,7941 MI 58
35,M,207,En Couple,3,false,1587 QJ 17
49,F,1005,Célibataire,0,false,7595 VE 31
29,M,509,En Couple,1,false,6876 OP 81
?,M,168,En Couple,4,false,6916 YW 80
47,M,598,Seule,3,false,375 NF 53
38,M,421,En Couple,2,false,3757 KE 23
19,M,721,Célibataire,0,false,8354 QK 16
77,F,583,En Couple,2,false,8785 QH 64
69,M,188,En Couple,1,false,634 JI 58
39,M,514,En Couple,1,true,7584 IA 86
59,M,561,Célibataire,0,false,736 NQ 87
27,F,206,En Couple,1,false,9339 ME 92
40,F,535,En Couple,2,false,4644 SG 36
18,F,439,En Couple,4,false,4533 MY 80
26,M,493,Célibataire,0,false,8236 KI 78
37,F,539,En Couple,0,false,4707 UG 41
34,F,947,Célibataire,0,false,9485 HW 91
43,M,178,En Couple,2,false,492 VG 36
35,M,527,Célibataire,0,false,1760 SC 55
62,F,1124,En Couple,4,false,8970 DS 25
49,F,473,En Couple,2,false,3870 OS 29
44,M,494,En Couple,2,false,1479 YQ 14
64,M,566,En Couple,2,false,3524 AB 11
21,M,1142,Célibataire,0,false,288 WS 51
47,F,439,En Couple,3,false,1200 UJ 68
72,M,425,En Couple,4,false,1589 OG 29
24,M,426,Célibataire,0,false,2049 SZ 96
24,M,486,En Couple,1,false,8742 BP 98
?,M,242,Célibataire,0,false,8010 UJ 83
25,F,528,En Couple,1,false,2711 BD 82
43,M,457,En Couple,4,false,1455 OT 14
28,M,1227,Célibataire,0,false,9740 CJ 42
25,M,549,Célibataire,0,false,2229 RB 39
56,M,577,En Couple,0,false,9901 GP 98
